iter	Logloss
278	0.2762757656
279	0.2758809771
280	0.2754609026
281	0.2751326643
282	0.2747800991
283	0.2743491037
284	0.2740154157
285	0.2736405945
286	0.273391571
287	0.2729944502
288	0.2722977992
289	0.2719864546
290	0.2716092355
291	0.2712245832
292	0.2708695112
293	0.2704248919
294	0.2699017116
295	0.2694764491
296	0.2687217058
297	0.2685634504
298	0.2681032453
299	0.2678189959
300	0.267275892
301	0.2667345319
302	0.2665464129
303	0.2661985561
304	0.2660007804
305	0.2657295227
306	0.2652649362
307	0.2650416565
308	0.2646876308
309	0.2641247341
310	0.2635566711
311	0.2631176976
312	0.2628786142
313	0.2624957711
314	0.2620945522
315	0.2617553275
316	0.2614500645
317	0.2610626003
318	0.2608651297
319	0.2606063407
320	0.2602884347
321	0.2597947475
322	0.2596927098
323	0.2593224008
324	0.2591156442
325	0.258890686
326	0.2586444746
327	0.2581054688
328	0.2578165545
329	0.2575850351
330	0.2572691127
331	0.2569227382
332	0.2564098031
333	0.2561557007
334	0.2556935556
335	0.255367606
336	0.2549438913
337	0.2546946062
338	0.2543528312
339	0.2540459115
340	0.2538354928
341	0.2536657061
342	0.2532133702
343	0.2527576556
344	0.2524665615
345	0.2521510097
346	0.251930978
347	0.2516004072
348	0.2513228062
349	0.2511652483
350	0.2508670044
351	0.2505134801
352	0.2503574044
353	0.249881243
354	0.2496330043
355	0.2492832293
356	0.2490053013
357	0.2487735857
358	0.2482802037
359	0.2479273115
360	0.2473594012
361	0.2469190543
362	0.2465750122
363	0.2462809971
364	0.2457252502
365	0.245322004
366	0.2449355861
367	0.2445891898
368	0.2443931362
369	0.2440996007
370	0.2438901629
371	0.2435928345
372	0.2430083793
373	0.2427753993
374	0.2426325771
375	0.2422568621
376	0.2419329398
377	0.2416143145
378	0.2413780212
379	0.2410090855
380	0.2407378714
381	0.2401669747
382	0.239831543
383	0.239665244
384	0.2394447981
385	0.2392721994
386	0.2390000916
387	0.2387432861
388	0.2384375436
389	0.2382192121
390	0.237913317
391	0.2376029314
392	0.2372867693
393	0.2368602426
394	0.2364844186
395	0.2359402466
396	0.2357466779
397	0.2354872785
398	0.2352008493
399	0.234874006
400	0.2346314348
401	0.2343699428
402	0.2341499547
403	0.2337196132
404	0.2334173802
405	0.2331504822
406	0.2328558132
407	0.2326029314
408	0.2321823774
409	0.2318699428
410	0.231701137
411	0.2315461949
412	0.2311100987
413	0.230667245
414	0.2304324341
415	0.2301718358
416	0.2299007307
417	0.2296587263
418	0.2294195339
419	0.2290097046
420	0.2287791879
421	0.2282878767
422	0.2279710824
423	0.2275669207
424	0.2273099191
425	0.2271392386
426	0.2268283081
427	0.2264534651
428	0.2260875157
429	0.2258593314
430	0.2257047599
431	0.2254192243
432	0.2251641192
433	0.2246645028
434	0.224483272
435	0.2241887338
436	0.2239978245
437	0.2238451059
438	0.2236068726
439	0.223351702
440	0.2231311689
441	0.2227946254
442	0.2226304844
443	0.2224037388
444	0.2220877947
445	0.2219351632
446	0.2216791207
447	0.221466544
448	0.2210938372
449	0.2208530535
450	0.2205066572
451	0.2201087952
452	0.2199047852
453	0.2196397182
454	0.2193692889
455	0.2190252686
456	0.2188014221
457	0.2185854885
458	0.2182985578
459	0.2179533386
460	0.2174418422
461	0.2171396092
462	0.2169806562
463	0.2167419652
464	0.216345302
465	0.2161110578
466	0.2158993094
467	0.2155888585
468	0.2153619821
469	0.2151368495
470	0.2147886658
471	0.2144025094
472	0.2141214861
473	0.2137263925
474	0.2134512111
475	0.2132963562
476	0.2130085972
477	0.2127840751
478	0.2126310512
479	0.2124203927
480	0.2121733093
481	0.2119291905
482	0.2117545864
483	0.2114655849
484	0.211137194
485	0.2109386335
486	0.2105636379
487	0.210277601
488	0.2099100603
489	0.2095171247
490	0.2090604074
491	0.2087616403
492	0.2083754839
493	0.2080546352
494	0.2076950073
495	0.2073894174
496	0.2070402091
497	0.206615775
498	0.2063767787
499	0.2061653355
500	0.205814318
501	0.2056444877
502	0.2053131539
503	0.2050750732
504	0.2047911726
505	0.2044909232
506	0.204304221
507	0.204064549
508	0.2036766052
509	0.2032553973
510	0.2028999547
511	0.2025712367
512	0.2023075213
513	0.2020562962
514	0.2018720572
515	0.201756134
516	0.2013826643
517	0.2011531285
518	0.200877642
519	0.2005909293
520	0.2003239223
521	0.2000531224
522	0.1998109218
523	0.1995912388
524	0.1993570382
525	0.1991766139
526	0.1988695199
527	0.1985527693
528	0.1982897949
529	0.1979733276
530	0.1978226362
531	0.1975903756
532	0.1972392709
533	0.1970392936
534	0.1968593488
535	0.196663426
536	0.1963747733
537	0.1961579895
538	0.1959637451
539	0.1956766183
540	0.1954144723
541	0.1951248387
542	0.1948676409
543	0.1946302577
544	0.1944871739
545	0.1943460955
546	0.1941620309
547	0.1939336722
548	0.1937587193
549	0.1935130964
550	0.1932252066
551	0.1928642491
552	0.1925862122
553	0.1924088614
554	0.1921205139
555	0.1919520351
556	0.191786717
557	0.1915751212
558	0.1913136292
559	0.1909827968
560	0.1909573364
561	0.190725272
562	0.1904183524
563	0.19015928
564	0.1898680115
565	0.1895605033
566	0.1893611145
567	0.189122467
568	0.1887476458
569	0.1886129979
570	0.1883756801
571	0.1881200736
572	0.1879424177
573	0.1877420044
574	0.1875401088
575	0.1873059954
576	0.1870801435
577	0.1868471854
578	0.1865812901
579	0.1863626753
580	0.1862136187
581	0.1859198434
582	0.1857387652
583	0.1855159869
584	0.1852010018
585	0.1848691668
586	0.1846039908
587	0.1843285261
588	0.1840851266
589	0.1838328116
590	0.1835420227
591	0.1833321054
592	0.1833143834
593	0.1831332179
594	0.1830118234
595	0.1828667341
596	0.1826333182
597	0.1826161303
598	0.1823811885
599	0.1823649924
600	0.1820580292
601	0.1818483189
602	0.1816328648
603	0.1813450514
604	0.1811997768
605	0.1809194401
606	0.1806085859
607	0.1803829847
608	0.180203792
609	0.1799967412
610	0.1797249712
611	0.1795418985
612	0.1792531695
613	0.1790290397
614	0.1786895752
615	0.1784587315
616	0.1781868417
617	0.1779350935
618	0.1777505493
619	0.17752788
620	0.1772313581
621	0.1770314789
622	0.1768153708
623	0.1765229579
624	0.1763699123
625	0.1762031555
626	0.1759985134
627	0.1757510376
628	0.1754439545
629	0.1751941136
630	0.1749337987
631	0.1747103773
632	0.1744893428
633	0.1743274253
634	0.1743063028
635	0.1741299112
636	0.1739122227
637	0.1737130083
638	0.1734881701
639	0.1734734562
640	0.1733336312
641	0.1731089238
642	0.1728486415
643	0.1726276725
644	0.1723896354
645	0.1721803066
646	0.1719695064
647	0.1717014095
648	0.17168687
649	0.1716729845
650	0.171506522
651	0.1712736947
652	0.1710516902
653	0.1708407484
654	0.1705647605
655	0.170325143
656	0.1701470838
657	0.169988218
658	0.1697943224
659	0.1696319798
660	0.169337071
661	0.1691604832
662	0.16899486
663	0.1688127136
664	0.1686312866
665	0.1686178807
666	0.1684569877
667	0.1681896101
668	0.1679495893
669	0.1677697536
670	0.1676348223
671	0.167368709
672	0.1671968733
673	0.1669846889
674	0.1667243958
675	0.1665603202
676	0.1663141523
677	0.1660999952
678	0.1659028625
679	0.1657608904
680	0.1655928149
681	0.1654115731
682	0.1652898734
683	0.1650376892
684	0.1648568617
685	0.1646316964
686	0.1644422477
687	0.1641592407
688	0.1639529964
689	0.1637477003
690	0.1636434065
691	0.1634385463
692	0.1632394518
693	0.1630562701
694	0.1628859929
695	0.1627078465
696	0.16253479
697	0.1623724038
698	0.1621082851
699	0.1619465092
700	0.1617526354
701	0.1615122986
702	0.1612692479
703	0.16115351
704	0.1608909171
705	0.1607170214
706	0.1604602705
707	0.160300718
708	0.1601420048
709	0.1599635751
710	0.1598223768
711	0.1596442304
712	0.1594026184
713	0.1592288099
714	0.1590474374
715	0.1588557216
716	0.1587067413
717	0.1584761592
718	0.1582648904
719	0.1580070605
720	0.1578266144
721	0.1576858194
722	0.1574827576
723	0.1572324371
724	0.1570949881
725	0.1569411142
726	0.1566680254
727	0.1564241137
728	0.1562536185
729	0.1561267635
730	0.1559851292
731	0.1558076586
732	0.1556650325
733	0.1554569353
734	0.1552904184
735	0.1549580383
736	0.1547086443
737	0.1545109122
738	0.154382782
739	0.1542003087
740	0.1539921134
741	0.1538577053
742	0.1535855212
743	0.1533727591
744	0.1532156481
745	0.1531256321
746	0.1529901559
747	0.1528044564
748	0.1527925764
749	0.1527760751
750	0.1525873893
751	0.1524382019
752	0.1522900718
753	0.1521283177
754	0.1519135393
755	0.1517275783
756	0.151571034
757	0.1513701739
758	0.1512215424
759	0.1511209542
760	0.1511048017
761	0.1508851951
762	0.1507577406
763	0.1505951146
764	0.1504159982
765	0.1502865492
766	0.1500924029
767	0.1499756731
768	0.1498176575
769	0.1496385302
770	0.1494569833
771	0.1493353162
772	0.1491842433
773	0.1490742275
774	0.1489229475
775	0.1487759726
776	0.1485583278
777	0.1483461435
778	0.1481223406
779	0.1478457642
780	0.1477611433
781	0.1475647736
782	0.1473588998
783	0.1471972765
784	0.1470540728
785	0.1469254194
786	0.1467687988
787	0.1466188049
788	0.1464542607
789	0.1462429374
790	0.146085543
791	0.1458038875
792	0.1457041059
793	0.1455721065
794	0.1453521946
795	0.1452253723
796	0.1451131548
797	0.144997188
798	0.1448571995
799	0.1446630859
800	0.1444954354
801	0.1442958287
802	0.1440746634
803	0.143926239
804	0.1438477652
805	0.1435151127
806	0.1433662742
807	0.1432483346
808	0.1430529131
809	0.143006788
810	0.1428600856
811	0.1426117161
812	0.142445864
813	0.142249309
814	0.1420673479
815	0.1418380955
816	0.1417530387
817	0.1417439488
818	0.1416230447
819	0.1415260751
820	0.1413785117
821	0.141225466
822	0.1410489437
823	0.1408875166
824	0.1406941223
825	0.1404534367
826	0.140297808
827	0.1401919774
828	0.1400304195
829	0.1398161098
830	0.1397388567
831	0.1395606995
832	0.1393459756
833	0.1392297908
834	0.1390598515
835	0.1388765717
836	0.1387514496
837	0.1386403329
838	0.1384968458
839	0.1383117458
840	0.1381938389
841	0.1380356271
842	0.1379442596
843	0.1377782222
844	0.1376062339
845	0.1374986049
846	0.137348175
847	0.1372322083
848	0.1370316969
849	0.1369304112
850	0.1367556654
851	0.1366063145
852	0.1364583479
853	0.1363031006
854	0.136118284
855	0.1359506771
856	0.135726787
857	0.1355179269
858	0.1353453936
859	0.1351709202
860	0.1350041417
861	0.1348023333
862	0.134665353
863	0.1345229667
864	0.1343742262
865	0.1342158617
866	0.1340665218
867	0.1339202663
868	0.1337392317
869	0.1336419896
870	0.1334637342
871	0.1333447048
872	0.1332507869
873	0.133130188
874	0.133014243
875	0.1328269523
876	0.1326415253
877	0.1324716405
878	0.132313058
879	0.1322065953
880	0.1320852661
881	0.1319936262
882	0.1317828369
883	0.1316390555
884	0.1314764404
885	0.1312905448
886	0.1311401149
887	0.131013467
888	0.1308841378
889	0.1307415445
890	0.1306228856
891	0.1304970987
892	0.1303264836
893	0.1301429967
894	0.1299648503
895	0.1297738103
896	0.1296359471
897	0.1294805472
898	0.1293481554
899	0.1290681458
900	0.128933694
901	0.1288411604
902	0.1286934553
903	0.1285284424
904	0.1283972386
905	0.1283103289
906	0.1282109288
907	0.1280358887
908	0.1278937422
909	0.1276975359
910	0.1274872698
911	0.1273528181
912	0.1271857343
913	0.1270612335
914	0.1269378226
915	0.1267324829
916	0.1266288103
917	0.1264944349
918	0.1263257272
919	0.1262011937
920	0.1261369978
921	0.1260015433
922	0.1259052931
923	0.1257872227
924	0.1256644331
925	0.1255914961
926	0.1253936877
927	0.1252743312
928	0.1252096122
929	0.1251345498
930	0.1250311497
931	0.1248823656
932	0.124801712
933	0.1247205898
934	0.1245797076
935	0.1245116425
936	0.1243959917
937	0.1242662048
938	0.1241735186
939	0.1240977478
940	0.1239327349
941	0.1237930625
942	0.1236381422
943	0.1235600717
944	0.123399898
945	0.1233087594
946	0.1232120187
947	0.12308912
948	0.1229576002
949	0.1228430394
950	0.1227070509
951	0.1225925773
952	0.1224865832
953	0.1223183986
954	0.1221619088
955	0.122023904
956	0.1218305969
957	0.1217447662
958	0.1215632411
959	0.1213790894
960	0.121240387
961	0.1211557007
962	0.1210333688
963	0.1208328901
964	0.1207271794
965	0.1205934252
966	0.1204698181
967	0.1203941345
968	0.1202820696
969	0.1201423318
970	0.1200531006
971	0.1199387033
972	0.1198003278
973	0.1197034345
974	0.1195564924
975	0.1193973868
976	0.1192953164
977	0.1191617911
978	0.1190324184
979	0.1189281682
980	0.1186848232
981	0.1185145133
982	0.1184280504
983	0.1183019693
984	0.1181838444
985	0.1180339268
986	0.1178727286
987	0.1177299717
988	0.1175644139
989	0.1174620165
990	0.1173051671
991	0.1172495379
992	0.117139631
993	0.1170297895
994	0.1169169617
995	0.1167766462
996	0.116680385
997	0.1165520586
998	0.1164123753
999	0.116318621
